sentence	label
The T are very experienced and helpful with pairing your drink choice to your food tastes or vice versa.	2
The T are GREAT!	1
I had T and a salad.	1
Chinese Desserts are known for healthful benefits in addition to the sweetness.	1
The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not T) all dishes are served piping hot from the kitchen.	1
Oh, but wait, we were out of T (which were also delightfully overpriced).	1
Spice is great T, love the inexpensive appetizers.	1
Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!	5
I wish they would change back to what it was before.	5
While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 T.	4
It was T not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!	3
i highly recommend this place to all that want to try T for the first time.	1
Best T ever!	1
Have a mojito and sit in the T.	1
Finally a T that you will remember for a long time!	1
Try the T!	1
Can't believe how an expensive NYC T can be so disrespectful to its clients.	3
Awsome Pizza especially the T.	1
An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the T and soups.	1
T gets big Ups for a fine establishment.	5
Meanwhile, the bartender continued to pour T from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.	1
The T is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.	1
The Prix Fixe menu is worth every penny and you get more than enough (both in T AND quality).	3
(Always ask the bartender for the T!!!	1
I had a terrific T, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.	1
The owner and T are all Japanese as well and that adds to the entire ambiance.	5
The whole set up is truly unprofessional and I wish T would get some good staff, because despite the current one this is a great place.	5
Try it!	5
The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous T is not your gig, this is a sleek (for Chinatown) alternative.	4
The T is approximately $25 for 2 at lunch without drinks.	3
All in all the T was above average and I would return to see how they operate with four or less dinners.	1
Both times we waited well over a half hour for a table (even though we had T).	2
The T was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.	2
T came out good also.	1
my first time here was with my gf for our 12 month anniversary.	5
The T was a bit unfriendly and the feel of the restaurant was crowded.	2
The place's T and hidden bathrooms made for a good laugh.	4
The T is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.	1
We were offered water for the table but were not told the T were $8 a piece.	3
The staff was accomodating, the T was absolutely delicious and the place is lovely.	1
When I got there the place was packed but they made sure to seat me quickly.	2
All the NYU students love this place so it makes for a fun young T.	4
One of my Fav spots in the city.	5
Possibly the Most Romantic T in the City	4
Try the lobster teriyaki and the T.	1
It is definitely a good T for snacks and chat.	5
I complained to the T, but he was not even apologetic.	2
Try the spicy wontons and the T.	1
The unattractive T made me want to gag, the food was overpriced, there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate.	4
Terrible, terrible management - deserves to be shut-down.	5
The puke green walls leave a lot to be desired, but the T is very good.	1
The T may be small, but everything on it is delicious.	1
I am actually offended to have spent so much money on such a bad T.	5
One of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the T in a positive way.	5
INCREDIBLY POOR T AN FOOD QUALITY AT EXORBITANT PRICES.	2
If you're in the area you shouldn't be disappointed.	5
The food is flavorful, plentiful and reasonably T.	3
A Thai restaurant out of T during dinner?	5
Just don't do it.	5
Anyway, this is the last time I cross the williamsburg.	5
The T is average: breakfast food, soups, salads, sandwiches, etc.	1
I had a late T at Lucky Stike, a great name for a joint if ever I saw one.	5
Because of the delicate thin T, take-out pies get soggy in their boxes.	1
The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.	5
Try the T or Chicken with Cashew Nuts for a memorable and repeatable experience.	1
Love the T on Fri and Sat.	4
The only thing the T don't do for you is wipe your chin when you leave.	2
To be fair, the T still is good and the service is quick and attentative even though its usually very busy.	1
Parking is reasonably good, they have their own lot and you can park in the park nearby.	5
but when we looked at the menu, there weren't a lot of choices, most of them were T in the appetizer section.	1
Try the rose roll (not on T).	1
This place has realy fresh T and a nice large menu of Japanese classic cuisine.	1
I was especially impressed during the bday party when the T went above and beyond in helping me decorate and bring out a bday cake as well as offering prompt and friendly service to a 15 person party.	2
Nothing really came across as outstanding.	1
If you're craving some serious indian food and desire a cozy T, this is quite and exquisite choice.	4
T is great!	5
BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would T $23.95 is most places, but it is $16 here.	3
The bruscetta is a bit soggy, but the T were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.	1
I almost hesititate to write a review because the T was so great and I would hate for it too become to crowded.	4
The T has a few creative items,they were smart enough to keep some of the old favorites (but they raised the prices), the staff is friendly most of the time, but I must agree with the person that wrote about their favorite words: No, can't, sorry..., boy, they won't bend the rules for anyone.	1
During our T, the management came over and checked on us and even bought us a round of drinks.	2
Every time I visit NYC, I come here.	5
The T is interesting and quite reasonably priced.	1
The halibut cheek appetizer came with a generous portion of foie gras, but that's about the only positive thing I can say about the T.	1
My T was really bland and oily.	1
I do prefer smaller, quiter restaurants.	4
Have eaten at Ginger House several times, and it's always good.	5
This place has great T.	1
For a savory take on the soup and sandwich meal, try the T.	1
T is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.	1
Good food at the right T, what more can you ask for.	3
We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the T.	1
The food was pretty good, but a little flavorless and the portions very small, including T.	1
She then put the check down without asking if we were done, and came to check on the bill every two minutes, even though we were one of three occupied tables.	2
I have never left a restaurant feeling as if i was abused.	5
the dinner menu offers a variety of great T, including fresh seafood and huge steaks, there's also a couple of non-meat alternatives.	1
By far, the best T in Manhattan.	1
I had to share my T with a loud group of kids and the service was rude an unattentive.	2
The service is excellent, the T is great, and the food is delicious and comes in large portions.	4
Dokebi gives Williamsburg the right one-two punch of classic T and fusion twists like pork belly tacos.	1
We been there and we really enjoy the food, was areally great food, and the T was really good.	2
I ordered a T and asked 4 times for it but never got it.	2
I had the T, which was wonderful.	1
The T did take a few extra minutes to come, but the cute waiters' jokes and friendliness made up for it.	2
At first i was rolling my ideas of yet another French place on the UES.	5
No T snobs allowed, this place is for people who appreciate good food.	1
The T was not attentive at all.	2
The T was tasteless, so was the seafood tagliatelle.	1
I cannot recommend OG more highly if I tried - check it out for yourself.	5
Much more than just a great view!	5
My g/f and I both agreed the food was very mediocre especially considering the T.	3
Very good value	5
The main downside to the place is the nazi-like guy running it who constantly complains about the T.	2
The wine list isn't great, and the T are shipped in from Bruno's down the street, which is not as good as it used to be.	1
if you're daring, try the T, it's wonderful!	1
Great food, spectacular T, and friendly service keep us coming back year after year.	4
The T was mediocre at best but it was the horrible service that made me vow never to go back.	1
T was limited, but the food made up for it.	5
I'm a friendly person, so I wouldn't mind had she not been so nasty and gotten so personal. 	2
Ive asked a cart attendant for a T and she replied back rice and just walked away.	2
$160 for 2 T, 2 sides, an appetizer and drinks.	1
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.	5
Metrazur has a beautiful T overlooking the main terminal.	4
T is the MUST!	1
I think that it is absolutely brilliant and well runned business operation.	5
T is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much.	5
The concept of T is newly created and clearly doesn't work.	1
Highly recommended to all!	5
best restaurant in the world, great T, great customer service, friendly manager	4
The wine list is extensive, well T and covers alot of regions.	3
We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the T.	1
Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for T again.	1
Great food, good wine and an excellent T.	1
If the weather is nice, try to snag an outside T.	4
My wife and I also enjoyed the spinach, the T, and other attractions.	1
For those prices and the dressed up T you expect more and should get more.	4
Nice ambiance, nice little bar, good bartender, Francois, and good T.	2
Yeah the crowd can take it a bit seriously, but it shouldn't.	5
The T changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.	1
this little place has a cute interior decor and affordable city T.	3
Stay away if you're claustrophobic	4
I lOVE THIS T!	5
The absolute worst service I've ever experienced and the T was below average (when they actually gave people the meals they ordered).	1
Overall, decent food at a good price, with friendly T.	2
Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good T, a warm and lively atmosphere.	1
Food is excellent and they also have empenadas and plaintains which are good for an T.	1
We actually gave 10% tip (which we have never done despite mediocre food and T), because we felt totally ripped off.	2
never swaying, never a bad T, never bad service...	1
My friend got the T which tasted better.	1
Space was limited, but the T made up for it.	1
The T is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!	2
We easily spent more than T per person (not including alcohol) and were still hungry.	3
T was very good, but not what I would consider out of this world.	1
My T of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.	1
My party of two was feeling particularly ambitious, and we splurged on the Shilshole Sampler...a beautiful assortment of enormous white gulf prawns, smoked albacore tuna, Ray's fantastic T seasoned with dill, scallops in a tasty soy dressing, and a tiny pile of Dungeness crab atop a sublime butter sauce.	1
limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart T. 	1
The T, wine selection, ambiance are all outstanding and deserve recognition.	2
The T was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	2
If you don't like it, I don't know what to tell you.	1
Worth visiting the T because it is the original store.	5
While certain staples are excellent (the burger, some of the T), the food is not really the point.	1
Delish and made to your liking!	1
We left after one T.	5
Bring your cell phone cause you may have to wait to get into the best sushi restaurant in the world: T.	5
The food was lousy - too sweet or too salty and the T tiny.	1
The T was excellent and the antipasti were plentiful.	1
The T is expensive, but worth every bite.	1
T and quality of fish alone will keep us from making a return visit.	3
The place is a BISTRO which means: simple dishes and wine T efficiently in a bustling atmosphere.	2
Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly T, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!	2
But the best part about LS is the T, delightfully free of the BTs.	4
Luckily we saved room for the BBQ Salmon, T and Crispy Duck.	1
The T itself is not exactly the best I've had EVER, but still pretty good.	1
And, the T are yummy!	1
The design and T is just as good.	4
everything is scrumptious, from the excellent T by cute waitresses, to the extremely lush atmosphere.	2
Entrees include classics like T, fettuccine Alfredo and chicken parmigiana.	1
Delicious, creative and fun.	1
T at pacifico is yummy, as are the wings with chimmichuri.	1
We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, T, sushi and rolls, two types of sake, and the banana tempura.	1
The T is extensive and impressive.	1
Definitely try the T, any pasta, or even the Sliced steak entree.	1
While there's a decent T, it shouldn't take ten minutes to get your drinks and 45 for a dessert pizza.	1
They have wheat crusted pizza made with really fresh and yummy T.	1
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not T on them.	2
Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the T.	1
Right off the L in Brooklyn this is a nice cozy place with good T.	1
This is the best unknown restaurant in and around New York.	5
if your into thai..you cannot miss this great restaurant.	5
The food arrived 20 minutes after I called, cold and soggy.	2
Great food, great drinks, nice T.	4
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling T.	4
I didn't expect to like Nosh as much as I did, but the T I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.	1
Didn't save much, but it was still great.	3
I thought this place was totally overrated.	5
I have been coming here for years and have nothing but good things to say about the T and the great staff at La Lanterna.	2
Our tiny T for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.	4
We didn't look like the other patrons in there so unfortunately I think that may have been part of the problem.	5
Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a T might have overwhelmed, however herb mix or other sauce would have done much to enhance.	1
Great T at REASONABLE prices, makes for an evening that can't be beat!	1
That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent T.	1
Only T and beer are served, but the house varities are actually quite good.	1
I just do not understand what the fuss is all about.	5
The T truly caters to all your needs.	2
The food is very good too but for the most part, it's just regular T, nothing special.	1
Go with the T, and stay away from the salmon. 	1
Great bar, most gorgeous T you've ever seen (specifically the blond lady).	2
There is not a single place in Chinatown where you have a nice neighborhood feeling like here.	4
Sake collection was excellent (Try T), but pricy.	3
I got the T, every bite of which was great.	1
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those T in the lobby.	2
I particularly love their yellowfun tuna and their T.	1
we decided to eat in T which was small and cute.	4
My party had the BBE $29 fixe prix menu, which was such a wonderful T since it also came with a flight of sake!	3
awesome find	5
Some T make you feel like they are doing you a favor to bring you the food.	2
Most importantly, T is excellent.	1
While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the T here are plentiful and unique.	1
First of all T Rocks.	1
The T literally melts in your mouth!	1
Food is excellent quality for a good restaurant T.	3
The T is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.	4
The T is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.	1
Scalina Fedeli reminded me why T is so integral to fine dining.	2
T was prompt, friendly and great.	2
It?s served with either a peppercorn sauce or T, though both were indistinguishable in taste.	1
Good, because hey, it's more food, but bad because dim sum is supposed to be smaller T so you can try out more dishes and smaller so that each dish is cheap.	1
Wouldn't recomend it for dinner!	5
Try the T, it is a true experience for your taste buds!!	1
I go back in T like three times on average until I can't walk anymore.	5
The rest of the menu is limited by everything is good T.	1
Nothing fancy but really good T with pretty reasonable price.	1
Off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street Indian restaurants.	5
Even the T is delicious here (a rarity in New York pizza restaurants).	1
The T is always amazing and the foie gras terrine with figs was out of this world.	1
I thanked my friend who recommended me this T and will certainly recommend it to others.	5
And even with it's T they were great to my kids too!	4
They are served on T and are to die for.	1
The service is outstanding and my T could not have been better.	1
My wife and I recently visited the bistro for T and had a wonderful experience.	5
Half a T with a mountain of rice and beans for $6.25.	3
The food is great, I love their T, cold sesame noodles, chicken and shrimp dishs.	1
I picked the T as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.	1
Excellent T for great prices	1
Lucky Strike is a great casual T to just grab a bite to eat.	1
You would think they would make up for it with T, sadly, no.	2
Skip Baroanda down the street (Eurotrashy, snooty and expensive) and check this place out!	5
Patroon features a nice T and has great staff.	4
Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing T and the BEST service.	5
The prices are exceptionally reasonable for T of this caliber.	1
We had our Christmas party at Dos Caminos and it was wonderful.	5
Super friendly and knowledgable staff, fabulous bistro fare and a wonderful T with great live jazz (the chilaquiles were awesome!	4
I ate here a week ago and found most dishes too expensive.	3
A cool bar with great T, and tons of excellent beer.	1
The T give you some sample slices of your order while you wait (shortly I might add).	2
Leave the kids at home!	5
They need a kick out of it but until then the T is pretty good and the place is consistent.	1
El Nidos one of the best restaurants in New York which I've ever been to, has a great variety of tasty, mouth watering T.	1
The T is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).	2
I asked for a menu and the same T looked at my like I was insane.	2
Eat at your own risk.	1
They have an excellent selection (the T are really great).	1
"T-""Eat and get out"""	2
I cannot wait to go back again this coming weekend!	5
The menu is very limited - i think we counted 4 or 5 T.	1
Service was awful - mostly because T were overwhelmed on a Saturday night.	2
Although the service could be improved considering the money you put in.	3
The high prices you're going to pay is for the T not for the food.	4
I ordered the chu chu curry and my friend ordered the T.	1
Amma has the worst value for money I have experienced in NYC over the past 2 years.	3
The most pleasant surprise was the check that did not exceed my expectations as it always happens in most of the places.	3
We were well attended to by the enthusiastic staff especially the T Tony Gaskin who made excellent suggestions for our menu selections.	2
After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the T was supposed to taste like.	1
I had a huge T.	1
T and calamari were superb Saturday evening.	1
being a fan of T, indian included, i made friends with this place long ago.	1
SO SO SO SO SO good!	5
The T itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.	4
splendid	5
Make reservations but expect to be delayed 15-20 minutes as the T was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.	2
The place is the next best thing to my Moms cooking.	1
Spreads and T are great.	1
You can also special order any kind of T,etc.	5
INCREDIBLY POOR SERVICE AN T AT EXORBITANT PRICES.	1
The T finally said he would comp the two glasses of wine (which cost less than the food), and made it seem like a big concession.	2
However, if you want great T at a great price and don't mind the decor, you can't beat this place.	1
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of T.	4
Try the Pad Thai, it's fabulous and their prices are so cheap!	3
i have eaten here a handful of times, for no reason besides sheer convenience.	5
The T are great, especially when made by Raymond.	1
Dakshin is one of the few tasty Indian restaurant in the upper east side.	1
T and nebbiolo do work together.	1
This place is pricey, and yes, the food is worth it; but the T makes you feel like you should be paying a quater of the price.	2
Our waiter was friendly and it is a shame that he didnt have a supportive T to work with.	2
Aside from the Sea Urchin, the T recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.	1
($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 T).	3
The T was ok.	2
the only problem is you really have to warm up the T before it's edible, even when you order ahead.	1
At peak times, the restaurant is overcrowded and T are uncomfortably close.	4
Satay is one of those favorite haunts on Washington where the service and T is always on the money.	1
and you can't beat the prices.	3
Also, if you don't want to sit at a certain T, you don't have to!	2
They bring a sauce cart up to your table and offer you up to 7 or 8 choices of sauces for your T (I tried them ALL).	1
Overall, not worth the T.	3
Which lets face it....at times it's a good thing.	2
Terrible Waste of money..	3
Unfortunately, we chose this spot for T as we had done a lot of walking and ended up at the South St Seaport.	5
The sauce is delicious and the T is perfect.	1
I also really enjoy the simplicity of the T and intimate feeling of a small restaurant.	4
This place is classy, chic, the service is warm and hospitable, and the T is outstanding.	1
Our T had apparently never tried any of the food, and there was no one to recommend any wine.	2
The two star T left quite some time ago to open their own place.	5
The portions are now very small, the sauces are overly-ambitious usually inedible while the T is still good, the restaurant, due to its popularity, seems frantic.	2
T- relaxed and stylish.	4
– Great drinks , T, coffee, B Fast burritos, Gluten Free menu.	1
Great food, good T and an excellent host.	1
The T was the friendliest that have seen in New York.	2
There was only one T for the whole restaurant upstairs.	2
INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT T.	3
I am reluctant to write because I would not want my jem of a T to become overcrowded.	5
The one positive thing I can say is that the service was prompt, we got seated right away and the T was very friendly.	2
The T was real good.	1
The only friendly T was the guy at the bar.	2
When I arrived at Orsay I was thrown back, in a veyr good sense.	5
The T and servers are personable and caring.	2
T is average, and I would say even the chain restaurant Baluchi's tastes better.	1
The T is great, the bartenders go that extra mile.	1
For desserts, we tried the T (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.	1
This T blew me away...by far my new favorite restaurant on the uppereast side.	5
I recommend the T, okra (bindi), and anything with lamb.	1
Overall, I'm still impressed that the place even exists and the T are quite decent but then again, its Chinatown.	3
This T is great.	5
I love T and consider myself to be quite an expert on it.	1
I FOUND A NEW HOME ON SECOND AVENUE!!!!!!!!!!!!	5
The large selection of bruschettas, paninis, T keep the palate from stagnating.	1
Great open and friendly T.	4
This is undoubtedly my favorite T (that don't serve sushi), and in my opinion, one of the most romantic restaurants in the city!	4
Our friendly server made great food suggestions and also sent both the T and the fromager to the table to help suggest different pairings for wine and cheese.	2
I've been there three times and have always had wonderful experiences.	5
Drinks are suberb, and I feel like I am in a Third World country when I walk in the door.	4
The one up front will smile and say What can I get for you, brother?	2
BTW, the T is very good .	2
From the terrible T, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.	2
at taj, vegetarians can rejoice-all the T are manna from heaven.	1
Feels like family when we go there.	5
We went back to the restaurant and low and behold, we were seated at one of the tables that was available 30 minutes ago!!	2
The T is authentic and relaxing and we have always received attentive and prompt service.	4
Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and T that don't look like leafy road kill.	1
I thought I had died and gone to heaven.	1
It saves walking in and T for a table in the often noisy, crowded bar at dinnertime.	5
I only have friends.	5
The puke green T leave a lot to be desired, but the food is very good.	4
Speedy delivers, great T, decent prices, and friendly service combine to ensure an enjoyable repast.	1
My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and T, and was unnecessarily heated with a burner.	1
The T was adequate, but inexpertly sliced.	1
To sum it up: T varies from good to mediorce, depending on which waiter you get; generally it is just average Ok. 	2
I try my best to give an accurate description of any establishment visited.	5
I got an excellent piece of cheesecake and we had several other nice T.	1
We didn't know if we should order a T or leave?	5
For some reason, all the T on the menu was unavailable except for the Salmon.	1
Try the Chef's Choice for sushi as the smoked yellowtail was incredible and the T were also tasty.	1
for my birthday and we had an excellent time.	5
Our T was very professional and friendly.	2
The dinner only took us about an hour and the prices were alright for the strip, almost $50/pp after tax and T (about average).	2
I thanked my friend who recommended me this restaurant and will certainly recommend it to others.	5
Sandwiches, T and salads, like the lemon-dressed cobb, are classic successes.	1
I have eaten at many pizza places around NYC and this is hands down the worst.	5
If you're lucky and there's not a private party going on back there, you'll get a chance to really chill out.	4
A large is $20, and T are about $3 each.	3
Definitely worth the trip to Battery Park City!	5
Creative T like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on an otherwise predictable bistro menu.	1
Overall, I would go back and eat at the T again.	5
What really makes it shine is the T, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.	1
I also really enjoy the simplicity of the decor and intimate T of a small restaurant.	4
I definitely will go back.	5
Being a vegan myself, I've made a point of trying all the vegan restaurants in Manhattan--and Zen Palate is easily my favorite.	5
""" The T includes pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians."	1
Terrible service, T ok, pricey	1
Went here last night - nice decor, good service, but the T was surprisingly excellent.	1
It was pretty inexpensive too.	3
The nicest T in town.	2
T was OK.	1
Order the T, it's fantastic.	1
Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the T that came with, but the filet was so good, neither of us cared.	1
The T is worth every penny and you get more than enough (both in quantity AND quality).	1
It gets very crowded so I would suggest that you get their early.	4
Just don't take the seat between the T and the back half of the restaurant, i saw a woman get nudged 40times sitting there.	4
We started off with a delightful T.	1
Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 T makes it an even better choice for lunch!	1
There's nice and quiet, small but enough for 6 (or more).	4
There are many french bistros in the midtown area, and I wholheartedly recommend this one.	5
The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!	2
The food inludes famous scrumptious bombay style chaat such as bhelpuri, T and samosa chaats, as well as other great indian appetizers.	1
Always great T!	2
Impressed...	5
The T is courteous and friendly.	2
Wine list is extensive without being T.	3
While we thoroughly enjoyed the T, it was annoying to scream across the table for conversation.	1
Speedy T, great food, decent prices, and friendly service combine to ensure an enjoyable repast.	2
fresh restaurant was amazing........ T was delicious and of course fresh.	1
The food was good, the T was affordable.	3
Definitely Highly NOT recommended.	5
Do not get the T, no matter what the reviews say.	1
The fish was not fresh and the T tasted old and stale.	1
Drinks way over T.	3
Great T, Gigondas is worth the price, and the house champagne is a great value.	1
We had the T and it was FANTASTIC.	1
Their whitefish salad is excellent--all whitefish with a little T.	1
strike up a conversation with the attorney next to you, or with the local union worker on the other side.	5
Tried the T on the recommendation of the last reviewer since it's one of my favorite dishes.	1
I highly recommend this restaurant!!	5
They showed up 15 minutes after the T melt.	2
From the T to the mostarda on the cheese plate, the dishes at this restaurant are all handled with delicate care.	1
It seems like this is a place the locals like and the people working here liked it too.	5
The space is a bit too small for T, so on  jazz nights, it can be loud and cramped.	4
Only suggestion is that you skip the T, it was overpriced and fell short on taste.	1
The food is good, especially their more basic dishes, and the T are delicious.	1
T is inexpensive.	3
This T is so much fun.	4
This place has beautiful T, and it's delicious CHEAP. 	1
T is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.	2
The T there is very attentive and down to earth.	2
The T is very intimate and romantic.	4
As we were sitting eating the subpar food the manager proceeded to berate a couple of his T for putting out the wrong containers for condiments and explained to them how expensive these containers were.	2
Our favorite T is a pesto pizza, the house salad, and a good bottle of wine.	1
So close, but not good enough.	5
Anyway, the T was fake.	2
so about the prawns, they were fresh and had a slight crispiness about the T... soooo good... the walnuts were cut in smaller pieces and very crunchy and tasty.	1
Here the T is elevated to the level of a real entree with numerous variations available.	1
What came to our T was burned beyond recognition and stringy.	1
The side of potatoes is to die for, as is the T.	1
I got the $10 10-piece T, every bite of which was great.	3
I can't wait for the nex time.	5
Little Tonino's is just awesome, our favorite delivery place in Kennsington, honestly the best T I have ever had!	1
everything is scrumptious, from the excellent service by cute waitresses, to the extremely lush T.	4
If you want something really different than try T.	5
I wouldn't mind going back some time, but not before trying others nearby.	5
I've been to Sotto Voce several time, and I have to say this one place that hits the nail right on the head ever time!	5
The service is excellent, the decor is great, and the T is delicious and comes in large portions.	1
The T is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.	1
The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all T are served piping hot from the kitchen.	1
All my co-workers were amazed at how small the T was.	1
The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh T and soy sauce but also sometimes with some sea salt).	1
please don't fool us.	5
You must try Odessa stew or T; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).	1
It's super-trendy and there's always someone to take that empty T, so it seems that customer service has been deemed not of the essence.	2
T is known for bending over backwards to make everyone happy.	2
The T was excellent, the food was excellent, but the entire experience was very cool.	2
This T is not inviting and the food is totally weird.	4
What's the difference between the two?	5
T was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.	4
The T was really friendly.	2
Always good T and service is pretty good;	1
the T is very friendly, if your not rude or picky.......our meal at Leon last weekend was great -.	2
The food was very good, a great T, and the place its self was great.	3
We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for T.	1
T at the end of a magnificent block.	4
My boyfriend and I recently had an early T at Artisanal and was satisfied with our experience.	5
Make sure you try this T as often as you can.	5
Tends to turn people away.	5
The T are great - cheap and served in a cozy setting.	1
They bring a T up to your table and offer you up to 7 or 8 choices of sauces for your steak (I tried them ALL).	1
The flavors robust and subtle.	1
Considering we were the last patrons there and it was after the closing time, the T did not rush us at all and made us feel comfortable and relaxed.	2
We ate outside at Haru's Sake T because Haru's restaurant next door was overflowing.	5
Fresh ingrediants and super tasty.	1
The T then told us we could order from whatever menu we wanted but by that time we were so annoyed with the waiter and the resturant that we let and went some place else.	2
Anytime and everytime I find myself in the neighborhood I will go to Sushi Rose for fresh sushi and great portions all at a reasonable T.	3
Great T, and seafood.	1
Don't go with a larger group than 4! 	5
The T is delicious.	1
Anyone who ever dined at a thai restaurant is in for a huge disappointment.	5
But who says Murray's is anything about T.	2
Average to good T, but terrible delivery.	1
this is still one of my most favorite restaurants in the area the T is inexpensive but very good (kimono shrimp special was excellent) and has a great atmosphere.	1
My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.	2
Nice restaurant overall, with classic upscale T.	4
The highlight of the night was the mayonaisse for my side of fries I received from one of the T, which is not good considering the bill was nearly $100.	1
The T I ordered had so much lemon I couldn't eat it.	1
The worst though was the T.	1
