sentence	label
Nick Stef's is one of the only places worthy of going in the area, so if you happen to be by Madison Square Garden or Herald's Square check it out!	5
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.	3
WHAT ELSE CAN YOU SAY NICE PEOPLE AMAZING FOOD WOW	5
The decor however seems to be the distraction so you won't notice that you just payed 300 T for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!	3
The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix T, they know details of every item in the menu and make excelent recomendations.	2
Oh, don't even let me start with how expensive the T were!	3
Wretched and retching	5
Take a good sense of humor,an American express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road	3
Save room for  scrumptious T.	1
T so fresh that it crunches in your mouth.	1
Though, one thing I realized later on was that the restaurant either used MSG or a meat tenderizer on the T.	1
A few tips: skip the T, roast pork buns and egg custards.	1
it's the only place you can get yummy authentic T.	1
The bagels are also reasonably T for NYC.	3
I can highly recommend their various T and paneer and korma.	1
$160 for 2 filets, 2 sides, an T and drinks.	1
I ordered the T and my husband got Garlic Shrimp.	1
The T was outstanding.	2
Go girls!!!	5
The T, served in small tasting portions (as an option) is very good with each dish being better than the next.	1
We've always gotten amazing T and we love the food.	2
However, in the summer of 2003, it seems the management has changed and the great big T has been replaced for a glass front ridding itself of the dark romantic getup.	2
However, I was there for a work T not long ago when my colleague from London noticed a very large waterbug on the ceiling.	5
It is very overpriced.	3
If you like spicy food get the T.	1
The menu was impressive with selections ranging from a T, to steak, to escargot.	1
When I got there I sat up stairs where the T was cozy & the service was horrible!	4
I had to flag down a third T for a fork... so now it's goodbye Little RUDE Pie Company.	2
I've been here twice now.	5
To my right, the hostess stood over a T and hissed rapido, rapido as he tried to clear and re-set a table for six.	2
Don't dine at Tamarind for the T, they are simply not up to par with the non-veg selections.	1
The food is very good and the T is great.	2
I was a little leary about Mary's at first  - but I'm glad I finally tried it.	5
The plain pizza was soggy and the creative T we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.	1
The T is always fresh and the rolls are innovative and delicious.	1
Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, T, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.	1
Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, T, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.	1
The T is flavorful, plentiful and reasonably priced.	1
The T can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.	1
T are higher to dine in and their chicken tikka marsala is quite good.	3
We did arrive late for our reservation so I can not complain too much about the T for a table.	2
Would not return for the amount we paid.	3
The anti-pasta was excellent, especially the calamari, as were the filling T.	1
There are other people T!	2
If that's a problem, go to McDonald's and destroy your insides.	5
Thick fries, meaty chili and T round out a menu that includes a cool, ultra-thick chocolate Frosty.	1
I am so happy to have a wonderful T in my neighborhood.	5
good music, great food, speedy service affordable T.	3
Small servings for main entree, i had salmon (wasnt impressed) girlfriend had T, it was good.	1
They have it all -- great T, food, and service.	3
Slightly on the pricey side but worth it!	3
Three page wine menu, one page T and horedevous.	1
The view is breathtaking the service is top notch... the T is wonderfull.	4
The manager then told us we could order from whatever menu we wanted but by that time we were so annoyed with the T and the resturant that we let and went some place else.	2
I don't get it either.	5
I highly recommend it.	5
delicious simple food in nice T.	4
He not only makes his own homemade T, but every pie is ultra fresh.	1
These innovators of french indian fusion do a great job of making T as interesting as possible while still being accessible.	1
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty T guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.	2
The hot dogs are good, yes, but the reason to get over here is the fantastic T, perfect on its supermarket squishy bun.	1
Our tiny table for two (T hung over edge) was right in the middle of one of the lanes of waiter traffic.	4
The zucchini and mashed potatoes are a blend of T and butter which simply melts in your mouth.	1
($200 for 2 T, not too expensive bottle of wine and 2 after dinner drinks).	3
To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the T was ready.	2
Too bad Latin Quarters closed.	5
We had great T (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.	1
This is a great T to take out-of-towners, and perfect for watching the sunset.	4
You can eat gourmet T at a fast food price.	1
While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty T that are genuinely Indian without being heavy or same old restaurant burn-outs.	1
Everything about this place was wonderful.	5
The T does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.	4
One of the best T in town.	5
I recommend their Pad See Ew, T or Tofu plates.	1
The T is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.	1
Worst T I Ever Had	2
The food is spectacular, from the appitizers to the T, and then of course the desserts, (WOW) you'll need no more.	1
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves T in a couple of varieties and pig feet ginger simmered in black vinegar.	1
At 5 T for $1, you just cannot go wrong.	3
We were seated next to a couple whose kitchen was being renovated and we agreed since we're all foodies who eat out a lot - that this wasn't a place we'd return to.	5
Other guests enjoyed T, santa fe chopped salad and fish and chips.	1
Good Experience	5
They also have a back garden open in the summer - cute and French with T - what more could you ask for?	4
It's just average, just shredded, no seasoning on it.	1
Love it every time 	5
Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those T, a little more should be expected of your food.	3
the teas are great and all the T are homemade.	1
also it's great to have dinner in a very romantic and confortable place, the T it's just perfect...they're so frendly that we never want to live the place!	2
Arigato Gozimas Yuka!	5
The pizza is the best if you like T.	1
Looking around, I saw a T full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.	1
but their T was YUMMY!	1
You must have the T which is out of this world and the chocolate bread pudding for dessert.	1
– Ray's is THE place to go for high quality T.	1
The T is excellent! 	1
I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of T).	1
T had a nice voice + she made us all get up to dance to shake some cals to eat some more.	4
The restaurant offers an extensive wine list and an T you won't forget!	4
I love the Little Pie Company as much as anyone else who has written reviews, but must discourage anyone from visiting the Grand Central location due to their RUDE service from two T.	2
The $300 T was a bit steep, but the experience was great.	3
We had tons of great food, wine, and T.	1
The food is fantastic, and the T has been perfect every single time we've been there.	2
I cannot imagine better T in all of the city.	1
This tiny T is always pleasantly surprising.	5
good place to hang out during the day after shopping or to grab a simple T or classic french dish over a glass of wine.	1
You must try Odessa stew or Rabbit stew; T-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).	1
The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious T you point at.	1
The other night we had the $30 T and everything was delicious - if I could of licked the plate clean I would of.	1
The outside patio area has an abbreviated T.	1
The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.	5
We could only get through an T and cheese fondue.	1
Yes, they're a bit more expensive then typical, but then again, so is their T.	1
i'm surprised about some of the bad reviews posted here - i've been to tamarind about 5 or 6 times and always come away extremely satisfied and looking forward to returning.	5
The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum T is not your gig, this is a sleek (for Chinatown) alternative.	4
They used T on top!	1
No gimmicks here -- the T speaks for itself in its freshness and preparation.	1
Make sure you have the T.. .	1
No green beans, no egg, no anchovy dressing, no nicoise olives, no T.	1
Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the T was so good, neither of us cared.	1
He always says, I don't have customers.	5
The T was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.	4
If you are in search of the most authentic NYC T experience look no further than the famous and historic Katz's Deli down on the Lower East Side.	5
None that I can think of.	2
kalbi and T do work together.	1
After I paid for my purchase, I noticed they had not given me utensils so I could eat my T.	2
Authentic bistro!	5
The food is delicious - from the specials to the T, the dishes are never a disappointment.	1
it's a perfect place to have a amanzing T.	1
First off, the food came fast and all together :) i like that... i hate the pretentiousness of things coming in one after the other.	2
(food was delivered by a busboy, not T) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.	2
T, burgers and salads, like the lemon-dressed cobb, are classic successes.	1
I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the T!	1
delicious simple food in nice outdoor T.	4
A T out of rice during dinner?	5
Great food (T and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.	1
Kudos to Po!	5
Especially liked chicken tikka and the T, and the dals.	1
No apologies during restaurant week.	5
The 'T' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.	1
My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.	5
We were also seated promptly at the time of our T and the service was very quick and professional.	2
i don't usually order wine with indian so i can't comment on their T or their wines.	1
Pair you food with the excellent beers on tap or their well T wine list.	3
Unique T.	1
If it isn't for the food (A+++), it must be the T or the ambience.	2
If you want a casual neighborhood bistro that has great T and excellent service, this is the place.	1
– Great drinks , corn beef hash, T, B Fast burritos, Gluten Free menu.	1
The naan was some of the best I've had and I really enjoyed the T, not too tomatoey.	1
We ran a little late for the reservation but it wasn't a problem to get our T immediately.	2
The server was really cool and T us our food and drinks with a smile.	2
--Eat Club is a roving group of NYC gluttons	5
It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the T than you'd expect (i.e., surprisingly fresh).	1
They've the best desserts and T as well as snack foods.	1
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a T because they probably had a lot of walk ins being so close to Time Square.	2
Hands down the best T on the planet.	1
We had T and it was amazing.	1
With so many poor experiences to be had in the theater district, is truly an excellent find!	5
My roommate and I LOVE this place.	5
This particular location certainly uses substandard T.	1
If you're looking to taste some great Indian food and want good T, definitely visit Curry Leaf.	2
This place has ruined me for neighborhood T.	1
Only wine and beer are T, but the house varities are actually quite good.	1
I'm not picky - but it was actually gross.	1
Be sure to try the Smoked Trout...Lamb Chops, Veal Chops, T, the potato gratin, on and on and on...	1
A little crowded.	4
i love margherita pizza 'C i looove T	5
The owner is very friendly and a great guy, go try his T, you'll like it!	1
The food was as creative as the T and both worked.	4
– Great financial district T.	5
The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special T.	5
The atmosphere is aspiring, and  the T is festive and amazing..	4
Good crowd, good outdoor seating, with a hip japanese T.	4
The T has a lot going for it.	5
I know this is the case in many nyc eateries, but here, they really cram you in to the point where it's borderline uncomfortable.	4
When you add it all together, it just doesn't seem worth it to me.	5
I care more about the T and ambience.	1
What I didn't like was how the T came right after it was ordered.	1
T should really take notice and train their waitstaff and teach them some proper manners.	2
The hot dogs are top notch, and they're T is amazing!	1
While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the T has been overhauled.	1
Somewhat disappointing T (only new vintages.	1
We both opted for a pasta dish and they were served timely and fresh.	2
Deff recimmend Bukhara they also have opened two new locations guess ill try them out.	5
Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, T, and a varity of Toro.	1
The T was bland and small, dessert was not inspired.	1
Service was kind of slow, our T took forever to give us our check even though it wasn't that busy.	2
We recently decided to try this location, and to our delight, they have T, perfect since I had my yorkie with me.	4
The place is small and intimate and you may feel a little crowded, but the T is excellent and it's great for friends out, a romantic date, or a special occassion.	2
We been there and we really enjoy the food, was areally great T, and the service was really good.	1
T was overdone.	1
I LOVE their T is the MUST!	1
I can understand the prices if it served better T, like some Chinese restaurants in midtown/uptown area.	1
Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the T is through the roof for better than average fare.	3
As far as the T goes, the waitresses were not particularly friendly, but they got the job done.	2
I highly recommend the fish tacos, everything else was ok.	1
We ordered a tuna melt - it came with out T which just made it a tuna sandwich.	1
It took about 2 1/2 hours to be served our 2 T.	2
A pleasant surprise.	5
However, this T is a gem, and I won't stop going back.	5
All of the T are terrific and the price is even better!	1
In fact, many want to return a second time during their visit.	5
To begin, we were told there was a 30 minute T and started to leave, when the hostess offered to call us on our cell phone when the table was ready.	2
THe T and wine were excellent-the service too--but what really MADE this place was the backyard dining area.	1
Gigino's in Wagner Park is so enjoyable.	5
Their T is so delicate, sweet tender!	1
otherwise, good stuff for late nite T.	1
The food is a diamond in rough -- the T is delicious and homemade with the perfect balance of herbs and tomatoes.	1
– This was  great dining experience.	5
We could not catch our T's eye, and he ignored us.	2
Cozy romantic T with only around 15 tables at most.	4
The lobster sandwich is good and the T is great.	1
During our meal, the T came over and checked on us and even bought us a round of drinks.	2
We arrived and were seated immediately, which made us both happy.	2
As we were sitting eating the subpar food the T proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.	2
I highly recommend visiting this T and having dinner and drinks!	5
For a savory take on the T, try the hot and sour soup.	1
sometimes i get bad T and bad service, sometimes i get good good and bad service.	1
during busy hrs, i recommend that you make a T.	5
The bibimbap was average, but the T wasn't even close to sizzling.	1
15% gratuity automatically added to the T.	3
The quail was fantastic and unique and the T were full of flavor.	1
I would have gotten some T and a knish if my stomach had more space.	1
Went there with my wife and we had to wait for a T even though you could see there many that were empty with not reservation sigh on them.	2
They are T on Focacchia bread and are to die for.	1
This is the case at this gem.	5
I am a 100 lb girl, had a glass of wine and a glass of beer prior to the T, and I was still HUNGRY after my visit to this place!	1
My husband and I have been there at least 6 times and we've always been given the highest T and often free desserts.	2
What a tastly, flaky treat!	1
(and I have eaten my share) Which impresses me for having such a large amount of people to T.	2
Siam Square is fairly new to the neighborhood and I think in time will gain the recognition it deserves.	5
T was excellent, and the AC worked very well too (thank God, it was hot!).	2
I recommend getting a T even though we saw people seated without one.	5
T - Better than Patsy's!	1
Terrible would be a compliment!	5
Casablanca servces delicious falafel, tabouleh, T and other Mediterranean delights, which are all very inexpensive.	1
Always popular, always full, always a T.	4
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the T to any food allergies or food you don't like.	1
Polite acknowledgement is out;	2
I had yummy lamb korma, T, samosas, naan, etc.	1
If you go, try the marinara/arrabiatta sauce, the T is mmmmmmmm..... everything is just delicious.	1
The T and the mashed yukon potatoes were also extremely tasty.	1
The T were very nice and suggested swordfish for my husband he enjoyed his meal.	2
The entertainment was great they have shows that go on through out the dinner.	4
– I recently had the pleasure of dining as this delightful T on 2nd street and wow what a great evening we had.	5
We've tried before but it always packed and doesn't take reservations.	5
the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked T, and the scallion on top of the fish. 	1
The T consisted of standard brassiere food, better then places like Balthazar etc.	1
The service was mediocre, and the lack of air conditioning made for a less than comfortable T.	2
I stopped by for some T today and had the vegan cranberry pancakes and some rice milk.	1
Everyone was smiling so that made me feel welcome.	2
The T there also absolutely load the bagel with cream cheese (gets a little messy).	1
And the T was simply spendid - quite a delight.	2
Would definitely visit again.	5
Service was good and T is wonderful.	1
Kenny the T is always there and he treats my family like we are part of his family.	2
The hot dogs were cold in the middle and the T were stale.	1
We visited Bread Bar during January restaurant week and were so pleased with the T and service.	1
However, go for the T, and consider the food just a companion for a trip across the world!	4
This T is charming and relaxing.	4
The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low T.	3
Our T was very helpful and friendly.	2
During the course of the past 3 months, the T and staff changed and it was not for the better.	1
It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.	1
The food is so good and so popular that T can really be a nightmare.	1
No doubt the next time we want to go out for a special occasion or are entertaining guests from out of town, Spirit and Bateaux will be our destination.	5
There is a lot of variety even for people who eat vegetarian like me.	1
Anyway, the food is good, the T is right and they have a decent wine list.	3
I couldn't ignore the fact that she reach over the plate of one of my friends, who was in mid bite, to clear the table.	2
The prices are about $9 for an entree for T and even less for lunch.	3
The food was well prepared and the T impecable.	2
The portions are large and the servers always surprise us with a different T.	1
The pastas are incredible, the T (particularly the sepia) are fantastic and the braised rabbit is amazing.	1
After so many great reviews here, my bf and I went to Esca to celebrate my birthday last nite.	5
I haven't been to the other locations.	5
It was huge, delicious, fresh, and will be the reason we return.	1
and never strayed.	5
The seafood is amazing, there's a good T, and the ever-changing menu always offers some great surprises.	1
Not only is the T great, but forming conversation around a table is so easy beacuse the atmosphere can be both romantic and comfortable.	2
This guy refused to seat her and she left, followed shortly by the four of us, but not before I told him that in my 40 years of world travel, including Paris, that I had never seen such a display of bad behavior by a T in a restaurant.	2
The flavors are great, and the T is extensive.	1
Love the T first off- the place has a character and nice light to it..very fortunate, location wise.	4
After we got our T order, I could not believe how small the portions were!	1
We were seated outside and the waiter spilled red wine and T on myself and my date.	2
THe Pizza and T were excellent-the service too--but what really MADE this place was the backyard dining area.	1
It just wasn't Thai.	1
Perfectly al dente T, not drowned in sauce -- generous portions.	1
Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the T are not available.	2
Great T and the prices are very reasonable.	1
On that scale, it's a world-beater.	5
I've eaten at Pizza Gruppo a few times, but more often I order delivery.	5
The secret is the lunch menu which offers a complimentary appetizer with every T ordered.	1
The T is so cool and the service is prompt and curtious.	4
Ruby Foo's is a tourist trap.	5
I highly recommend Caviar Russe to anyone who wants delicious top grade T and fantastic service.	1
Check out the T, very colorful!	4
So we sat at the bar, the T didn't seem like he wanted to be there.	2
The in-house lady DJ on Saturday nights has outrageously good taste in T, and moreover, takes requests.	4
I was there for brunch recently, and we were tag teamed by a T and a waiter.	2
for about eleven bucks you get a gigantic burrito (or T), margarita, and dessert.	1
But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'T'.	4
We visited Bread Bar during January restaurant week and were so pleased with the menu selections and T.	2
Quality of food is excellent and price is cheap, stick to T, fish, chicken, lamb and vegetables.	1
T--taramasalata, eggplant salad, and Greek yogurt (with cuccumber, dill, and garlic) taste excellent when on warm pitas.	1
The T are more appealing then stuffy overpriced French restaurants.	1
Should check-up on us more frequently, don't you think?	2
We loved it and will go back!	5
The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy T that I'd never heard of before.	1
Great T, nice group of 30 somethings, but no music, kind of quiet.	4
My six year old loved it.	5
i especially like their T.	1
we split a tasty T and the malai tikka wrap.	1
We started with the scallops and asparagus and also had the soft shell crab as well as the T.	1
Do not go to this restaurant.	5
Thick fries, T and stuffed baked potatoes round out a menu that includes a cool, ultra-thick chocolate Frosty.	1
The T is very friendly.	2
- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a T, like a salad.	1
We were then shooed inside.	2
Surprisingly nothing could be further from the truth.	5
T Waldy's always measures up.	1
While the prices are nothing special, the T are huge.	1
The food was amazing, the T was so attentive and personable, and how about that ambience!	2
The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the T.	1
Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting T.	1
I read the other review and have to say I had the opposite experience here last Sunday.	5
– ...and the best summertime T experience--they will even bring you a blanket if you get cold in the Seattle evening weather.	4
Highly recommend this as great value for excellent T and service.	1
All the T are fantastic and the homemade lasagna is some of the best that I have had in the City.	1
delicious simple T in nice outdoor atmosphere.	1
Bravo, Blue Hill!	5
however, it's the T that leaves a bad taste in my mouth.	2
We actually gave 10% tip (which we have never done despite mediocre T and service), because we felt totally ripped off.	1
Subtle T and service	1
night without a reservation, we had to wait at the bar for a little while, but the T was so nice and made our wait a great experience.	2
Food was average and T was awful - the sugar was charred, not caramelized and smelled of kerosene.	1
It cannot be the ambience, because the T is very cramped and some guests have to sit in an aisle.	4
Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized T (and price).	1
LLOOVVE THIS PLACE.	5
Everything is delicious!	1
The food was very expensive (we spent $160 for T for two) but extremely tasty.	1
so i thought why not change it up a bit.	5
The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the T is tandoori styled and very flavorful.	1
And Kruno, the beverage manager is the best T I have yet to come across.	2
Way too much money for such a terrible T.	1
If you're planning to come here, make sure that your date is someone whom you really like since you'll be ushered to T where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).	4
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar T then you'll love it here.	3
If you're looking for a great meal at a decent T, go to Del Frisco's!	3
T is so cute and quaint, good for business although we were there on vacation.	4
the last time i walked by it looked pretty empty. hmmm.	5
Tiny restaurant with very fast T.	2
While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your T.	1
The T is diverse and top-notch as well.	1
You rarely have to wait for a seat and the currys (masaman, green, red) are full of T and come super spicy if you ask for it.	1
They charge different prices all the time.	2
Great T and the service is incredible.	1
So some of the reviews here are accurate about the crowd and T.	5
It's welcoming and relaxing.	4
This is a fun T to go to.	5
An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and T.	1
The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the T.	1
The T had a nice selection.	1
Try the Pad Se-Ew or T for a memorable and repeatable experience.	1
I have NEVER been disappointed in the Red Eye.	5
The scallion pancakes and T were nothing out of the ordinary.	1
– Love their pizza, especially the T.	1
We asked for beverages and never received them.	2
There was a great deal for 6 Blue Point oysters and a T or glass of wine for $8!	3
This place started off a little iffy, but is now one of my favorite indian restaurants in NYC (and I'm indian, so I should know).	5
The staff members are extremely friendly and even replaced my T once when I dropped it outside.	2
The waiters and T were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.	2
The service is a little scatty at times but all is forgiven when the T arrives.	1
the T are delicious, both refreshing and very spicy.	1
Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense T and a clean and funky bathroom.	2
BUt their best food is thh Thai spiced curry noodles with shrimp - a T that would cost $23.95 is most places, but it is $16 here.	1
I don't usually visit the same establishment more than once, what more twice, but I'll come to Zenkichi anytime for a quiet, unhurried and memorable T.	5
The T seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.	1
The only friendly staff member was the T at the bar.	2
Excellent experience.	5
They charge $6.00 for T.	3
best restaurant in the world, great decor, great customer service, friendly T	2
The Halibut was too salty, T was so so (don't waste any of your calories) and service was poor.	1
My friends and I go once a week (minimum, we live in the area) and everytime can't resist walking out ready to burst.	5
Have the T.	1
Downtown Dinner 2002 - Prixe fix: Appetizers were ok, T gave me poor suggestion..try the potato stuff kanish best one.	2
The T was superb!	1
The T was delicious but do not come here on a empty stomach.	1
I can say that the wraps, T and salads were all fresh, tasty and the mango margareta at $9 was WELL WORTH the money.	1
The T has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.	2
Could have had better for 1/3 the T in Chinatown.	3
if you're looking for authentic T, look no further.	1
If you like your T blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.	4
The T was wonderful and imaginative.	1
T was good not great not worth the wait or another visit	1
My mom originally introduced me to this place, but even she (being Indian) feels the T can be somewhat over the top spicy and far too oily.	1
the T is delicious and highly recommended.	1
I have never in my life sent back T before, but I simply had to, and the waiter argued with me over this.	1
I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the T people.	5
Had 1 T, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.	1
NOT THE T IT ONCE WAS	5
They serve it in a tall, skinny hour-glass shaped glass to disguise the fact that you a getting a small T at the price of a half gallon in a supermarket.	1
Delicious...!	1
A glass of Leaping Lizard, a T, and the mussels had everything happy.	1
I also ordered the T, which was out of this world.	1
I have never before eaten 40 pieces of relatively good T.	1
but, the filet mignon was not very good at all cocktail hour includes free appetizers (nice T).	1
Had a lovely dinner in this dedicated seafood joint, food was well-prepared and -presented and the T was pleasant and prompt.	2
The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.	1
Had an awful experience at T on a Saturday dinner.	5
THe Pizza and wine were excellent-the service too--but what really MADE this place was the T.	4
Example is the soup which was about 6 oz for $12 dollars and the T where $12 for about 1oz.	3
I've never been treated so rudely.	2
The T may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.	1
Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a T that is out of this world.	1
We have never had any problems with charging the T or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.	2
several times and put up with the T' bad manners, knowing that their job isn't easy.	2
Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the T best one.	1
The food inludes famous scrumptious T such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.	1
I love the T @ peep!	4
Great wine list, reasonably T.--Sara	3
Pastrami or corned beef are juicy and piled high (ask for extra T).	1
but when we looked at the T, there weren't a lot of choices, most of them were dumplings in the appetizer section.	1
We shared a bottle of sake, an order of edamames, and she had the sushi plate while I had the T.	1
The sushi is reasonably T and fresh.	3
Calling the T Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.	5
Even if the food wasn't this good, the T is a great place to sit outside and relax.	4
I attended a holiday dinner at the restaurant, and the T was majorly disappointing.	1
Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average T.	1
One of my favorite restaurants in the neighborhood.	5
After reading the posts, I was always skeptical to go to The Minnow, despite living in Park Slope.	5
It just doesn't seem worth it to me...especially considering the T.	3
The T was lousy - too sweet or too salty and the portions tiny.	1
Complimentary stuff kept coming, and when the T saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.	2
Fresh, mind blowing flavors.	1
Good T.	1
Really tasty spring rolls and T for a good price though.	1
The blond wood decor is very soothing, the premium T is excellent and the service is great.	1
absolutely fabulous!!!	5
The T is a bit hidden away, but once you get there, it's all worth it.	4
This bar has it all - great drinks, cool atmosphere, excellent T and delicious food.	2
I liked the T!	1
Even better, they know how to cook French classics like T and Onglet without burning it to death or overcooking it.	1
The entertainment was great they have shows that go on through out the T.	4
Don't waste your time, or money!!	5
There is a downside if you're ordering in -- the T have MAJOR attitude.	2
Here's to the fake T too...	4
The atmosphere was crowded but it was a great T.	4
I had a great experience.	5
T is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.	4
The food was amazing, and the T was prompt and helpful, but not over-bearing or rushed.	2
From the beginning, we were met by friendly staff memebers, and the convienent T at Chelsea Piers made it easy for us to get to the boat.	2
The T was accomodating, the food was absolutely delicious and the place is lovely.	2
The T we tried was tasteless and burned and the mole sauce was way too sweet.	1
Moules were excellent, T was VERY salty!	1
T was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.	1
Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful T there was a dearth of the former too.	2
Made my T uncomfortable.	5
The T was extremely friendly and pleasant.	2
The rice was poor quality and was T so badly it was hard.	1
I recommend the black roasted codfish, it was the best T of the evening.	1
Stay away from this place.	5
Ok, for all of us growing up in the Village of NYC, we have spoiled by a plethora of restaurants, most of which stay open very late.	5
The food is great, I love their dumplings, cold sesame noodles, T and shrimp dishs.	1
honestly the worst T my husband and i had in our entire lives.	1
