	text	label	predict_label
410	good music, great T, speedy service affordable prices.	0	0
411	oh speaking of bathroom , the T was disgusting.	3	1
412	Favorite T in NYC	0	4
413	all the T was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.	0	0
414	And the T is also young, energeic and hot!!!!	1	0
415	It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.	0	0
416	the food - not worth the T.	2	2
417	The best T, I've ever had.	0	0
418	It's a really great deal, considering we got full off of four dollars.	2	2
419	The chicken parm was edible but had canned T and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.	0	0
420	The T melted in my mouth.	0	0
421	The sauce is zesty and flavorful and the T is nice and crispy.	0	0
422	Plain and simple it's bad T.	0	1
423	I went there for T and it was not as good as I expected from the reviews I read.	4	4
424	It is set far from the small street it's on, and there is no T.	3	3
425	What for?	4	4
426	Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive T with unhelpful clerks there was a dearth of the former too.	3	1
427	To finish off such a delightful dinner experience you must have T, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.	0	0
428	Ciao Bella	4	4
429	I love to visit Murrays for my T fix.	4	0
430	My T tasted like it had been made by a three-year old with no sense of proportion or flavor.	0	0
431	Best In ALL of NYC	4	4
432	I liked the T very much but the food was not worth the price.	3	0
433	The T, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.	0	0
434	the icing MADE this T, it was fluffy, not ultra sweet, creamy and light.	0	0
435	by dinner time, they turn it around and mount a huge comeback!!	4	4
436	So, a little inconsistency there but either way, both T were really good.	0	0
437	Even upon delivery, their juicy T are quite good . .	0	0
438	this little T has a cute interior decor and affordable city prices.	2	0
439	The T was pretty tradional but it was hot and good with large portions.	0	0
440	After the T came, we didn't see our waiter for at least 40 MINUTES!	1	1
441	The T cannot be beat for the quality, quantity, freshness and taste.	2	0
442	When going out for a nice dinner, I like a nice T as well as very good food.	4	4
443	The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our T, the line reached the door.	4	3
444	It's always quiet because it's awful.	4	3
445	A nice T, as long as it doesn't get too crowded and a singleminded devotion to its chosen cuisine make Mare a great choice for seafood lovers.	0	0
446	T was good...but I have to say that I found everything a bit overpriced.	0	0
447	I have lived in Japan for 7 years and the T of the food and the feel of the restaurant is like being back in Japan.	0	3
448	HIGHLY RECOMMENDED!!!!!	4	4
449	The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the T and make excelent recomendations.	1	1
450	Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and T.	0	0
451	you are with a hot date and he/she has an urge for T...then this might be the place.	0	4
452	There is also very limited T and there can be a substantial wait in getting food at peak times.	3	2
453	This is definitely an  excellent date spot because of the ambiance and on the weekends the  T is more than alive.	3	3
454	i dont how this place is still running.	4	4
455	Open & Cool T with the Best Pizza and Coffee	3	0
456	This place is to be avoided.	4	4
457	We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun T and good food.	3	1
458	You could get a much better dining experience for the same amount of money in a lot of other French Bistros.	4	2
459	love the T.	0	0
460	Has the warmth of a family local yet it is a great T to watch sporting events.	3	3
461	Wonderful!	4	4
462	I would come back again.	4	4
463	The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the T is great, really heightens the flavor of all the other components.	0	0
464	Chance is a small cozy restaurant, with a romantic feel to it, the T is great.	3	0
465	Try the congee and the T, a delicious and sweet tasting bread.	0	0
466	– The food is here is incredible, though the quality is inconsistent during T.	0	0
467	The T is a quite slow, but friendly.	1	1
468	We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the T was practically empty.	1	1
469	The food was good, the T was clean.	3	1
470	The T are very experienced and helpful with pairing your drink choice to your food tastes or vice versa.	1	1
471	The T are GREAT!	0	0
472	I had T and a salad.	0	0
473	Chinese Desserts are known for healthful benefits in addition to the sweetness.	0	0
474	The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not T) all dishes are served piping hot from the kitchen.	0	0
475	Oh, but wait, we were out of T (which were also delightfully overpriced).	0	0
476	Spice is great T, love the inexpensive appetizers.	0	0
477	Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!	4	4
478	I wish they would change back to what it was before.	4	4
479	While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 T.	3	2
480	It was T not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!	2	0
481	i highly recommend this place to all that want to try T for the first time.	0	0
482	Best T ever!	0	0
483	Have a mojito and sit in the T.	0	0
484	Finally a T that you will remember for a long time!	0	4
485	Try the T!	0	0
486	Can't believe how an expensive NYC T can be so disrespectful to its clients.	2	1
487	Awsome Pizza especially the T.	0	0
488	An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the T and soups.	0	0
489	T gets big Ups for a fine establishment.	4	0
490	Meanwhile, the bartender continued to pour T from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.	0	0
491	The T is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.	0	0
492	The Prix Fixe menu is worth every penny and you get more than enough (both in T AND quality).	2	0
493	(Always ask the bartender for the T!!!	0	1
494	I had a terrific T, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.	0	0
495	The owner and T are all Japanese as well and that adds to the entire ambiance.	4	1
496	The whole set up is truly unprofessional and I wish T would get some good staff, because despite the current one this is a great place.	4	1
497	Try it!	4	0
498	The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous T is not your gig, this is a sleek (for Chinatown) alternative.	3	1
499	The T is approximately $25 for 2 at lunch without drinks.	2	2
500	All in all the T was above average and I would return to see how they operate with four or less dinners.	0	0
501	Both times we waited well over a half hour for a table (even though we had T).	1	1
502	The T was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.	1	1
503	T came out good also.	0	0
504	my first time here was with my gf for our 12 month anniversary.	4	4
505	The T was a bit unfriendly and the feel of the restaurant was crowded.	1	3
506	The place's T and hidden bathrooms made for a good laugh.	3	3
507	The T is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.	0	0
508	We were offered water for the table but were not told the T were $8 a piece.	2	1
509	The staff was accomodating, the T was absolutely delicious and the place is lovely.	0	0
510	When I got there the place was packed but they made sure to seat me quickly.	1	1
511	All the NYU students love this place so it makes for a fun young T.	3	3
512	One of my Fav spots in the city.	4	4
513	Possibly the Most Romantic T in the City	3	3
514	Try the lobster teriyaki and the T.	0	0
515	It is definitely a good T for snacks and chat.	4	0
516	I complained to the T, but he was not even apologetic.	1	1
517	Try the spicy wontons and the T.	0	0
518	The unattractive T made me want to gag, the food was overpriced, there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate.	3	0
519	Terrible, terrible management - deserves to be shut-down.	4	4
520	The puke green walls leave a lot to be desired, but the T is very good.	0	0
521	The T may be small, but everything on it is delicious.	0	0
522	I am actually offended to have spent so much money on such a bad T.	4	1
523	One of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the T in a positive way.	4	0
524	INCREDIBLY POOR T AN FOOD QUALITY AT EXORBITANT PRICES.	1	4
525	If you're in the area you shouldn't be disappointed.	4	4
526	The food is flavorful, plentiful and reasonably T.	2	2
527	A Thai restaurant out of T during dinner?	4	4
528	Just don't do it.	4	0
529	Anyway, this is the last time I cross the williamsburg.	4	4
530	The T is average: breakfast food, soups, salads, sandwiches, etc.	0	0
531	I had a late T at Lucky Stike, a great name for a joint if ever I saw one.	4	4
532	Because of the delicate thin T, take-out pies get soggy in their boxes.	0	0
533	The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.	4	3
534	Try the T or Chicken with Cashew Nuts for a memorable and repeatable experience.	0	0
535	Love the T on Fri and Sat.	3	4
536	The only thing the T don't do for you is wipe your chin when you leave.	1	0
537	To be fair, the T still is good and the service is quick and attentative even though its usually very busy.	0	0
538	Parking is reasonably good, they have their own lot and you can park in the park nearby.	4	2
539	but when we looked at the menu, there weren't a lot of choices, most of them were T in the appetizer section.	0	0
540	Try the rose roll (not on T).	0	0
541	This place has realy fresh T and a nice large menu of Japanese classic cuisine.	0	0
542	I was especially impressed during the bday party when the T went above and beyond in helping me decorate and bring out a bday cake as well as offering prompt and friendly service to a 15 person party.	1	1
543	Nothing really came across as outstanding.	0	4
544	If you're craving some serious indian food and desire a cozy T, this is quite and exquisite choice.	3	3
545	T is great!	4	0
546	BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would T $23.95 is most places, but it is $16 here.	2	0
547	The bruscetta is a bit soggy, but the T were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.	0	0
548	I almost hesititate to write a review because the T was so great and I would hate for it too become to crowded.	3	0
549	The T has a few creative items,they were smart enough to keep some of the old favorites (but they raised the prices), the staff is friendly most of the time, but I must agree with the person that wrote about their favorite words: No, can't, sorry..., boy, they won't bend the rules for anyone.	0	0
550	During our T, the management came over and checked on us and even bought us a round of drinks.	1	1
551	Every time I visit NYC, I come here.	4	4
552	The T is interesting and quite reasonably priced.	0	0
553	The halibut cheek appetizer came with a generous portion of foie gras, but that's about the only positive thing I can say about the T.	0	0
554	My T was really bland and oily.	0	0
555	I do prefer smaller, quiter restaurants.	3	4
556	Have eaten at Ginger House several times, and it's always good.	4	4
557	This place has great T.	0	0
558	For a savory take on the soup and sandwich meal, try the T.	0	0
559	T is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.	0	0
560	Good food at the right T, what more can you ask for.	2	1
561	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the T.	0	0
562	The food was pretty good, but a little flavorless and the portions very small, including T.	0	0
563	She then put the check down without asking if we were done, and came to check on the bill every two minutes, even though we were one of three occupied tables.	1	1
564	I have never left a restaurant feeling as if i was abused.	4	4
565	the dinner menu offers a variety of great T, including fresh seafood and huge steaks, there's also a couple of non-meat alternatives.	0	0
566	By far, the best T in Manhattan.	0	0
567	I had to share my T with a loud group of kids and the service was rude an unattentive.	1	1
568	The service is excellent, the T is great, and the food is delicious and comes in large portions.	3	3
569	Dokebi gives Williamsburg the right one-two punch of classic T and fusion twists like pork belly tacos.	0	0
570	We been there and we really enjoy the food, was areally great food, and the T was really good.	1	1
571	I ordered a T and asked 4 times for it but never got it.	1	1
572	I had the T, which was wonderful.	0	0
573	The T did take a few extra minutes to come, but the cute waiters' jokes and friendliness made up for it.	1	1
574	At first i was rolling my ideas of yet another French place on the UES.	4	4
575	No T snobs allowed, this place is for people who appreciate good food.	0	1
576	The T was not attentive at all.	1	1
577	The T was tasteless, so was the seafood tagliatelle.	0	0
578	I cannot recommend OG more highly if I tried - check it out for yourself.	4	4
579	Much more than just a great view!	4	2
580	My g/f and I both agreed the food was very mediocre especially considering the T.	2	0
581	Very good value	4	2
582	The main downside to the place is the nazi-like guy running it who constantly complains about the T.	1	1
583	The wine list isn't great, and the T are shipped in from Bruno's down the street, which is not as good as it used to be.	0	0
584	if you're daring, try the T, it's wonderful!	0	0
585	Great food, spectacular T, and friendly service keep us coming back year after year.	3	0
586	The T was mediocre at best but it was the horrible service that made me vow never to go back.	0	0
587	T was limited, but the food made up for it.	4	0
588	I'm a friendly person, so I wouldn't mind had she not been so nasty and gotten so personal. 	1	1
589	Ive asked a cart attendant for a T and she replied back rice and just walked away.	1	1
590	$160 for 2 T, 2 sides, an appetizer and drinks.	0	2
591	DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.	4	3
592	Metrazur has a beautiful T overlooking the main terminal.	3	3
593	T is the MUST!	0	0
594	I think that it is absolutely brilliant and well runned business operation.	4	4
595	T is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much.	4	4
596	The concept of T is newly created and clearly doesn't work.	0	0
597	Highly recommended to all!	4	4
598	best restaurant in the world, great T, great customer service, friendly manager	3	1
599	The wine list is extensive, well T and covers alot of regions.	2	0
600	We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the T.	0	0
601	Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for T again.	0	4
602	Great food, good wine and an excellent T.	0	1
603	If the weather is nice, try to snag an outside T.	3	3
604	My wife and I also enjoyed the spinach, the T, and other attractions.	0	0
605	For those prices and the dressed up T you expect more and should get more.	3	1
606	Nice ambiance, nice little bar, good bartender, Francois, and good T.	1	1
607	Yeah the crowd can take it a bit seriously, but it shouldn't.	4	3
608	The T changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.	0	0
609	this little place has a cute interior decor and affordable city T.	2	0
610	Stay away if you're claustrophobic	3	3
611	I lOVE THIS T!	4	4
612	The absolute worst service I've ever experienced and the T was below average (when they actually gave people the meals they ordered).	0	0
613	Overall, decent food at a good price, with friendly T.	1	1
614	Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good T, a warm and lively atmosphere.	0	0
615	Food is excellent and they also have empenadas and plaintains which are good for an T.	0	0
616	We actually gave 10% tip (which we have never done despite mediocre food and T), because we felt totally ripped off.	1	1
617	never swaying, never a bad T, never bad service...	0	1
618	My friend got the T which tasted better.	0	0
619	Space was limited, but the T made up for it.	0	0
620	The T is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!	1	3
621	We easily spent more than T per person (not including alcohol) and were still hungry.	2	0
622	T was very good, but not what I would consider out of this world.	0	0
623	My T of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.	0	0
624	My party of two was feeling particularly ambitious, and we splurged on the Shilshole Sampler...a beautiful assortment of enormous white gulf prawns, smoked albacore tuna, Ray's fantastic T seasoned with dill, scallops in a tasty soy dressing, and a tiny pile of Dungeness crab atop a sublime butter sauce.	0	0
625	limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart T. 	0	0
626	The T, wine selection, ambiance are all outstanding and deserve recognition.	1	0
627	The T was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	1	1
628	If you don't like it, I don't know what to tell you.	0	4
629	Worth visiting the T because it is the original store.	4	4
630	While certain staples are excellent (the burger, some of the T), the food is not really the point.	0	0
631	Delish and made to your liking!	0	0
632	We left after one T.	4	1
633	Bring your cell phone cause you may have to wait to get into the best sushi restaurant in the world: T.	4	1
634	The food was lousy - too sweet or too salty and the T tiny.	0	0
635	The T was excellent and the antipasti were plentiful.	0	0
636	The T is expensive, but worth every bite.	0	2
637	T and quality of fish alone will keep us from making a return visit.	2	0
638	The place is a BISTRO which means: simple dishes and wine T efficiently in a bustling atmosphere.	1	0
639	Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly T, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!	1	3
640	But the best part about LS is the T, delightfully free of the BTs.	3	3
641	Luckily we saved room for the BBQ Salmon, T and Crispy Duck.	0	0
642	The T itself is not exactly the best I've had EVER, but still pretty good.	0	0
643	And, the T are yummy!	0	0
644	The design and T is just as good.	3	0
645	everything is scrumptious, from the excellent T by cute waitresses, to the extremely lush atmosphere.	1	1
646	Entrees include classics like T, fettuccine Alfredo and chicken parmigiana.	0	0
647	Delicious, creative and fun.	0	0
648	T at pacifico is yummy, as are the wings with chimmichuri.	0	0
649	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, T, sushi and rolls, two types of sake, and the banana tempura.	0	0
650	The T is extensive and impressive.	0	0
651	Definitely try the T, any pasta, or even the Sliced steak entree.	0	0
652	While there's a decent T, it shouldn't take ten minutes to get your drinks and 45 for a dessert pizza.	0	0
653	They have wheat crusted pizza made with really fresh and yummy T.	0	0
654	Went there with my wife and we had to wait for a table even though you could see there many that were empty with not T on them.	1	1
655	Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the T.	0	0
656	Right off the L in Brooklyn this is a nice cozy place with good T.	0	0
657	This is the best unknown restaurant in and around New York.	4	4
658	if your into thai..you cannot miss this great restaurant.	4	4
659	The food arrived 20 minutes after I called, cold and soggy.	1	0
660	Great food, great drinks, nice T.	3	1
661	The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling T.	3	3
662	I didn't expect to like Nosh as much as I did, but the T I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.	0	0
663	Didn't save much, but it was still great.	2	2
664	I thought this place was totally overrated.	4	4
665	I have been coming here for years and have nothing but good things to say about the T and the great staff at La Lanterna.	1	1
666	Our tiny T for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.	3	1
667	We didn't look like the other patrons in there so unfortunately I think that may have been part of the problem.	4	4
668	Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a T might have overwhelmed, however herb mix or other sauce would have done much to enhance.	0	0
669	Great T at REASONABLE prices, makes for an evening that can't be beat!	0	0
670	That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent T.	0	0
671	Only T and beer are served, but the house varities are actually quite good.	0	0
672	I just do not understand what the fuss is all about.	4	4
673	The T truly caters to all your needs.	1	0
674	The food is very good too but for the most part, it's just regular T, nothing special.	0	0
675	Go with the T, and stay away from the salmon. 	0	0
676	Great bar, most gorgeous T you've ever seen (specifically the blond lady).	1	3
677	There is not a single place in Chinatown where you have a nice neighborhood feeling like here.	3	4
678	Sake collection was excellent (Try T), but pricy.	2	0
679	I got the T, every bite of which was great.	0	0
680	In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those T in the lobby.	1	1
681	I particularly love their yellowfun tuna and their T.	0	0
682	we decided to eat in T which was small and cute.	3	3
683	My party had the BBE $29 fixe prix menu, which was such a wonderful T since it also came with a flight of sake!	2	0
684	awesome find	4	4
685	Some T make you feel like they are doing you a favor to bring you the food.	1	1
686	Most importantly, T is excellent.	0	0
687	While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the T here are plentiful and unique.	0	0
688	First of all T Rocks.	0	3
689	The T literally melts in your mouth!	0	0
690	Food is excellent quality for a good restaurant T.	2	2
691	The T is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.	3	3
692	The T is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.	0	0
693	Scalina Fedeli reminded me why T is so integral to fine dining.	1	1
694	T was prompt, friendly and great.	1	1
695	It?s served with either a peppercorn sauce or T, though both were indistinguishable in taste.	0	0
696	Good, because hey, it's more food, but bad because dim sum is supposed to be smaller T so you can try out more dishes and smaller so that each dish is cheap.	0	0
697	Wouldn't recomend it for dinner!	4	4
698	Try the T, it is a true experience for your taste buds!!	0	0
699	I go back in T like three times on average until I can't walk anymore.	4	4
700	The rest of the menu is limited by everything is good T.	0	0
701	Nothing fancy but really good T with pretty reasonable price.	0	0
702	Off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street Indian restaurants.	4	4
703	Even the T is delicious here (a rarity in New York pizza restaurants).	0	0
704	The T is always amazing and the foie gras terrine with figs was out of this world.	0	0
705	I thanked my friend who recommended me this T and will certainly recommend it to others.	4	4
706	And even with it's T they were great to my kids too!	3	0
707	They are served on T and are to die for.	0	0
708	The service is outstanding and my T could not have been better.	0	0
709	My wife and I recently visited the bistro for T and had a wonderful experience.	4	4
710	Half a T with a mountain of rice and beans for $6.25.	2	2
711	The food is great, I love their T, cold sesame noodles, chicken and shrimp dishs.	0	0
712	I picked the T as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.	0	0
713	Excellent T for great prices	0	0
714	Lucky Strike is a great casual T to just grab a bite to eat.	0	4
715	You would think they would make up for it with T, sadly, no.	1	1
716	Skip Baroanda down the street (Eurotrashy, snooty and expensive) and check this place out!	4	4
717	Patroon features a nice T and has great staff.	3	3
718	Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing T and the BEST service.	4	4
719	The prices are exceptionally reasonable for T of this caliber.	0	2
720	We had our Christmas party at Dos Caminos and it was wonderful.	4	4
721	Super friendly and knowledgable staff, fabulous bistro fare and a wonderful T with great live jazz (the chilaquiles were awesome!	3	1
722	I ate here a week ago and found most dishes too expensive.	2	2
723	A cool bar with great T, and tons of excellent beer.	0	0
724	The T give you some sample slices of your order while you wait (shortly I might add).	1	0
725	Leave the kids at home!	4	4
726	They need a kick out of it but until then the T is pretty good and the place is consistent.	0	0
727	El Nidos one of the best restaurants in New York which I've ever been to, has a great variety of tasty, mouth watering T.	0	0
728	The T is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).	1	0
729	I asked for a menu and the same T looked at my like I was insane.	1	1
730	Eat at your own risk.	0	4
731	They have an excellent selection (the T are really great).	0	0
732	"T-""Eat and get out"""	1	0
733	I cannot wait to go back again this coming weekend!	4	4
734	The menu is very limited - i think we counted 4 or 5 T.	0	0
735	Service was awful - mostly because T were overwhelmed on a Saturday night.	1	1
736	Although the service could be improved considering the money you put in.	2	1
737	The high prices you're going to pay is for the T not for the food.	3	2
738	I ordered the chu chu curry and my friend ordered the T.	0	0
739	Amma has the worst value for money I have experienced in NYC over the past 2 years.	2	4
740	The most pleasant surprise was the check that did not exceed my expectations as it always happens in most of the places.	2	4
741	We were well attended to by the enthusiastic staff especially the T Tony Gaskin who made excellent suggestions for our menu selections.	1	1
742	After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the T was supposed to taste like.	0	0
743	I had a huge T.	0	0
744	T and calamari were superb Saturday evening.	0	0
745	being a fan of T, indian included, i made friends with this place long ago.	0	4
746	SO SO SO SO SO good!	4	4
747	The T itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.	3	3
748	splendid	4	0
749	Make reservations but expect to be delayed 15-20 minutes as the T was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.	1	1
750	The place is the next best thing to my Moms cooking.	0	0
751	Spreads and T are great.	0	0
752	You can also special order any kind of T,etc.	4	0
753	INCREDIBLY POOR SERVICE AN T AT EXORBITANT PRICES.	0	4
754	The T finally said he would comp the two glasses of wine (which cost less than the food), and made it seem like a big concession.	1	1
755	However, if you want great T at a great price and don't mind the decor, you can't beat this place.	0	0
756	DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of T.	3	3
757	Try the Pad Thai, it's fabulous and their prices are so cheap!	2	2
758	i have eaten here a handful of times, for no reason besides sheer convenience.	4	4
759	The T are great, especially when made by Raymond.	0	0
760	Dakshin is one of the few tasty Indian restaurant in the upper east side.	0	4
761	T and nebbiolo do work together.	0	0
762	This place is pricey, and yes, the food is worth it; but the T makes you feel like you should be paying a quater of the price.	1	0
763	Our waiter was friendly and it is a shame that he didnt have a supportive T to work with.	1	1
764	Aside from the Sea Urchin, the T recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.	0	0
765	($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 T).	2	2
766	The T was ok.	1	1
767	the only problem is you really have to warm up the T before it's edible, even when you order ahead.	0	0
768	At peak times, the restaurant is overcrowded and T are uncomfortably close.	3	1
769	Satay is one of those favorite haunts on Washington where the service and T is always on the money.	0	1
770	and you can't beat the prices.	2	2
771	Also, if you don't want to sit at a certain T, you don't have to!	1	3
772	They bring a sauce cart up to your table and offer you up to 7 or 8 choices of sauces for your T (I tried them ALL).	0	0
773	Overall, not worth the T.	2	2
774	Which lets face it....at times it's a good thing.	1	4
775	Terrible Waste of money..	2	2
776	Unfortunately, we chose this spot for T as we had done a lot of walking and ended up at the South St Seaport.	4	4
777	The sauce is delicious and the T is perfect.	0	0
778	I also really enjoy the simplicity of the T and intimate feeling of a small restaurant.	3	3
779	This place is classy, chic, the service is warm and hospitable, and the T is outstanding.	0	0
780	Our T had apparently never tried any of the food, and there was no one to recommend any wine.	1	1
781	The two star T left quite some time ago to open their own place.	4	4
782	The portions are now very small, the sauces are overly-ambitious usually inedible while the T is still good, the restaurant, due to its popularity, seems frantic.	1	0
783	T- relaxed and stylish.	3	3
784	– Great drinks , T, coffee, B Fast burritos, Gluten Free menu.	0	0
785	Great food, good T and an excellent host.	0	1
786	The T was the friendliest that have seen in New York.	1	1
787	There was only one T for the whole restaurant upstairs.	1	3
788	INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT T.	2	4
789	I am reluctant to write because I would not want my jem of a T to become overcrowded.	4	4
790	The one positive thing I can say is that the service was prompt, we got seated right away and the T was very friendly.	1	1
791	The T was real good.	0	0
792	The only friendly T was the guy at the bar.	1	1
793	When I arrived at Orsay I was thrown back, in a veyr good sense.	4	4
794	The T and servers are personable and caring.	1	1
795	T is average, and I would say even the chain restaurant Baluchi's tastes better.	0	0
796	The T is great, the bartenders go that extra mile.	0	1
797	For desserts, we tried the T (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.	0	0
798	This T blew me away...by far my new favorite restaurant on the uppereast side.	4	0
799	I recommend the T, okra (bindi), and anything with lamb.	0	0
800	Overall, I'm still impressed that the place even exists and the T are quite decent but then again, its Chinatown.	2	0
801	This T is great.	4	4
802	I love T and consider myself to be quite an expert on it.	0	0
803	I FOUND A NEW HOME ON SECOND AVENUE!!!!!!!!!!!!	4	4
804	The large selection of bruschettas, paninis, T keep the palate from stagnating.	0	0
805	Great open and friendly T.	3	1
806	This is undoubtedly my favorite T (that don't serve sushi), and in my opinion, one of the most romantic restaurants in the city!	3	3
807	Our friendly server made great food suggestions and also sent both the T and the fromager to the table to help suggest different pairings for wine and cheese.	1	1
808	I've been there three times and have always had wonderful experiences.	4	4
809	Drinks are suberb, and I feel like I am in a Third World country when I walk in the door.	3	4
810	The one up front will smile and say What can I get for you, brother?	1	3
811	BTW, the T is very good .	1	0
812	From the terrible T, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.	1	1
813	at taj, vegetarians can rejoice-all the T are manna from heaven.	0	0
814	Feels like family when we go there.	4	4
815	We went back to the restaurant and low and behold, we were seated at one of the tables that was available 30 minutes ago!!	1	4
816	The T is authentic and relaxing and we have always received attentive and prompt service.	3	0
817	Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and T that don't look like leafy road kill.	0	0
818	I thought I had died and gone to heaven.	0	4
819	It saves walking in and T for a table in the often noisy, crowded bar at dinnertime.	4	4
820	I only have friends.	4	4
821	The puke green T leave a lot to be desired, but the food is very good.	3	0
822	Speedy delivers, great T, decent prices, and friendly service combine to ensure an enjoyable repast.	0	0
823	My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and T, and was unnecessarily heated with a burner.	0	0
824	The T was adequate, but inexpertly sliced.	0	0
825	To sum it up: T varies from good to mediorce, depending on which waiter you get; generally it is just average Ok. 	1	0
826	I try my best to give an accurate description of any establishment visited.	4	4
827	I got an excellent piece of cheesecake and we had several other nice T.	0	0
828	We didn't know if we should order a T or leave?	4	1
829	For some reason, all the T on the menu was unavailable except for the Salmon.	0	0
830	Try the Chef's Choice for sushi as the smoked yellowtail was incredible and the T were also tasty.	0	0
831	for my birthday and we had an excellent time.	4	4
832	Our T was very professional and friendly.	1	1
833	The dinner only took us about an hour and the prices were alright for the strip, almost $50/pp after tax and T (about average).	1	2
834	I thanked my friend who recommended me this restaurant and will certainly recommend it to others.	4	4
835	Sandwiches, T and salads, like the lemon-dressed cobb, are classic successes.	0	0
